Feature Table,,,,,,,
Length Units,Millimeters,,,,,,
Coordinate Systems,world,,,,,,
Data Alignments,Gem. Objekte 1,,,,,,
,,,,,,,
Name,Control,Nom,Meas,Tol,Dev,Test,Out Tol
point 28,Y,794.854,794.993,"±1,000",0.139,Pass,
point 28,Z,14.965,15.021,"±1,000",0.056,Pass,
point 29,X,-723.483,-723.555,"±1,000",-0.072,Pass,
point 29,Y,723.483,723.572,"±1,000",0.089,Pass,
point 29,Z,14.965,15.218,"±1,000",0.253,Pass,
point 30,X,-690.603,-690.643,"±1,000",-0.040,Pass,
point 30,Y,690.603,690.700,"±1,000",0.097,Pass,
point 30,Z,14.965,15.125,"±1,000",0.160,Pass,
point 31,X,-832.697,-832.661,"±1,000",0.036,Pass,
point 31,Y,594.535,594.637,"±1,000",0.102,Pass,
point 31,Z,14.965,15.401,"±1,000",0.436,Pass,
point 32,X,-794.853,-794.821,"±1,000",0.032,Pass,
point 32,Y,567.515,567.621,"±1,000",0.106,Pass,
point 32,Z,14.965,15.351,"±1,000",0.386,Pass,
point 33,X,-919.198,-918.989,"±1,000",0.209,Pass,
point 33,Y,449.368,449.385,"±1,000",0.017,Pass,
point 33,Z,14.965,15.788,"±1,000",0.823,Pass,
point 34,X,-877.423,-877.202,"±1,000",0.221,Pass,
point 34,Y,428.946,429.022,"±1,000",0.076,Pass,
point 34,Z,14.965,15.650,"±1,000",0.685,Pass,
point 35,X,-980.625,-980.483,"±1,000",0.142,Pass,
point 35,Y,291.945,291.998,"±1,000",0.053,Pass,
point 35,Z,14.965,15.891,"±1,000",0.926,Pass,
point 36,X,-936.058,-935.896,"±1,000",0.162,Pass,
point 36,Y,278.677,278.742,"±1,000",0.065,Pass,
point 36,Z,14.965,15.685,"±1,000",0.720,Pass,
point 37,X,-1015.303,-1015.201,"±1,000",0.102,Pass,
point 37,Y,126.557,126.643,"±1,000",0.086,Pass,
point 37,Z,14.965,15.660,"±1,000",0.695,Pass,
point 38,X,-969.160,-969.052,"±1,000",0.108,Pass,
point 38,Y,120.806,120.865,"±1,000",0.059,Pass,
point 38,Z,14.965,15.495,"±1,000",0.530,Pass,
point 39,X,853.521,853.345,"±1,000",-0.176,Pass,
point 39,Y,41.931,41.907,"±1,000",-0.024,Pass,
point 39,Z,14.965,16.321,"±1,000",1.356,Fail,0.356
point 40,X,807.077,806.882,"±1,000",-0.195,Pass,
point 40,Y,39.649,39.602,"±1,000",-0.047,Pass,
point 40,Z,14.965,15.929,"±1,000",0.964,Pass,
point 41,X,828.940,828.793,"±1,000",-0.147,Pass,
point 41,Y,207.639,207.620,"±1,000",-0.019,Pass,
point 41,Z,14.965,15.994,"±1,000",1.029,Fail,0.029
point 42,X,783.834,783.677,"±1,000",-0.157,Pass,
point 42,Y,196.340,196.304,"±1,000",-0.036,Pass,
point 42,Z,14.965,15.801,"±1,000",0.836,Pass,
point 43,X,772.504,772.398,"±1,000",-0.106,Pass,
point 43,Y,365.367,365.349,"±1,000",-0.018,Pass,
point 43,Z,14.965,15.621,"±1,000",0.656,Pass,
point 44,X,730.469,730.346,"±1,000",-0.123,Pass,
point 44,Y,345.486,345.474,"±1,000",-0.012,Pass,
point 44,Z,14.965,15.527,"±1,000",0.562,Pass,
point 45,X,686.381,686.214,"±1,000",-0.167,Pass,
point 45,Y,509.055,509.052,"±1,000",-0.003,Pass,
point 45,Z,14.965,15.421,"±1,000",0.456,Pass,
point 46,X,649.032,648.872,"±1,000",-0.160,Pass,
point 46,Y,481.355,481.372,"±1,000",0.017,Pass,
point 46,Z,14.965,15.388,"±1,000",0.423,Pass,
point 47,X,573.881,573.798,"±1,000",-0.083,Pass,
point 47,Y,633.180,633.075,"±1,000",-0.105,Pass,
point 47,Z,14.965,15.273,"±1,000",0.308,Pass,
point 48,X,542.653,542.562,"±1,000",-0.091,Pass,
point 48,Y,598.726,598.644,"±1,000",-0.082,Pass,
point 48,Z,14.965,15.108,"±1,000",0.143,Pass,
point 49,X,439.327,439.212,"±1,000",-0.115,Pass,
point 49,Y,732.972,732.926,"±1,000",-0.046,Pass,
point 49,Z,14.965,14.908,"±1,000",-0.057,Pass,
point 50,X,415.421,415.318,"±1,000",-0.103,Pass,
point 50,Y,693.088,693.029,"±1,000",-0.059,Pass,
point 50,Z,14.965,14.891,"±1,000",-0.074,Pass,
point 51,X,287.889,287.827,"±1,000",-0.062,Pass,
point 51,Y,804.596,804.542,"±1,000",-0.054,Pass,
point 51,Z,14.965,14.737,"±1,000",-0.228,Pass,
point 52,X,272.224,272.139,"±1,000",-0.085,Pass,
point 52,Y,760.815,760.799,"±1,000",-0.016,Pass,
point 52,Z,14.965,14.773,"±1,000",-0.192,Pass,
point 53,X,125.389,125.285,"±1,000",-0.104,Pass,
point 53,Y,845.301,845.365,"±1,000",0.064,Pass,
point 53,Z,14.965,14.645,"±1,000",-0.320,Pass,
point 54,X,118.566,118.426,"±1,000",-0.140,Pass,
point 54,Y,799.304,799.395,"±1,000",0.091,Pass,
point 54,Z,14.965,14.686,"±1,000",-0.279,Pass,
point 55,X,-41.931,-42.032,"±1,000",-0.101,Pass,
point 55,Y,853.521,853.420,"±1,000",-0.101,Pass,
point 55,Z,14.965,14.767,"±1,000",-0.198,Pass,
point 56,X,-39.649,-39.702,"±1,000",-0.053,Pass,
point 56,Y,807.077,806.985,"±1,000",-0.092,Pass,
point 56,Z,14.965,14.702,"±1,000",-0.263,Pass,
point 57,X,-207.639,-207.675,"±1,000",-0.036,Pass,
point 57,Y,828.940,828.963,"±1,000",0.023,Pass,
point 57,Z,14.965,14.853,"±1,000",-0.112,Pass,
point 58,X,-196.340,-196.361,"±1,000",-0.021,Pass,
point 58,Y,783.834,783.906,"±1,000",0.072,Pass,
point 58,Z,14.965,14.859,"±1,000",-0.106,Pass,
point 59,X,-365.367,-365.320,"±1,000",0.047,Pass,
point 59,Y,772.504,772.662,"±1,000",0.158,Pass,
point 59,Z,14.965,15.287,"±1,000",0.322,Pass,
point 60,X,-345.486,-345.420,"±1,000",0.066,Pass,
point 60,Y,730.469,730.671,"±1,000",0.202,Pass,
point 60,Z,14.965,15.475,"±1,000",0.510,Pass,
point 61,X,-509.055,-509.030,"±1,000",0.025,Pass,
point 61,Y,686.381,686.522,"±1,000",0.141,Pass,
point 61,Z,14.965,14.933,"±1,000",-0.032,Pass,
point 62,X,-481.355,-481.289,"±1,000",0.066,Pass,
point 62,Y,649.032,649.244,"±1,000",0.212,Pass,
point 62,Z,14.965,14.878,"±1,000",-0.087,Pass,
point 63,X,-633.180,-633.096,"±1,000",0.084,Pass,
point 63,Y,573.881,573.954,"±1,000",0.073,Pass,
point 63,Z,14.965,15.054,"±1,000",0.089,Pass,
point 64,X,-598.726,-598.599,"±1,000",0.127,Pass,
point 64,Y,542.653,542.790,"±1,000",0.137,Pass,
point 64,Z,14.965,14.988,"±1,000",0.023,Pass,
point 65,X,-732.972,-732.874,"±1,000",0.098,Pass,
point 65,Y,439.327,439.388,"±1,000",0.061,Pass,
point 65,Z,14.965,15.216,"±1,000",0.251,Pass,
point 66,X,-693.088,-692.979,"±1,000",0.109,Pass,
point 66,Y,415.421,415.528,"±1,000",0.107,Pass,
point 66,Z,14.965,15.105,"±1,000",0.140,Pass,
point 67,X,-804.596,-804.576,"±1,000",0.020,Pass,
point 67,Y,287.889,287.998,"±1,000",0.109,Pass,
point 67,Z,14.965,15.347,"±1,000",0.382,Pass,
point 68,X,-760.815,-760.796,"±1,000",0.019,Pass,
point 68,Y,272.224,272.386,"±1,000",0.162,Pass,
point 68,Z,14.965,15.120,"±1,000",0.155,Pass,
point 69,X,-845.301,-845.266,"±1,000",0.035,Pass,
point 69,Y,125.389,125.452,"±1,000",0.063,Pass,
point 69,Z,14.965,14.910,"±1,000",-0.055,Pass,
point 70,X,-799.304,-799.281,"±1,000",0.023,Pass,
point 70,Y,118.566,118.648,"±1,000",0.082,Pass,
point 70,Z,14.965,14.786,"±1,000",-0.179,Pass,
point 71,X,688.133,687.897,"±1,000",-0.236,Pass,
point 71,Y,41.624,41.625,"±1,000",0.001,Pass,
point 71,Z,14.965,14.866,"±1,000",-0.099,Pass,
point 72,X,641.718,641.517,"±1,000",-0.201,Pass,
point 72,Y,38.817,38.854,"±1,000",0.037,Pass,
point 72,Z,14.965,15.040,"±1,000",0.075,Pass,
point 73,X,658.176,658.024,"±1,000",-0.152,Pass,
point 73,Y,205.096,205.067,"±1,000",-0.029,Pass,
point 73,Z,14.965,15.271,"±1,000",0.306,Pass,
point 74,X,613.781,613.626,"±1,000",-0.155,Pass,
point 74,Y,191.262,191.214,"±1,000",-0.048,Pass,
point 74,Z,14.965,15.135,"±1,000",0.170,Pass,
point 75,X,589.968,589.733,"±1,000",-0.235,Pass,
point 75,Y,356.648,356.548,"±1,000",-0.100,Pass,
point 75,Z,14.965,15.333,"±1,000",0.368,Pass,
point 76,X,550.174,549.971,"±1,000",-0.203,Pass,
point 76,Y,332.592,332.464,"±1,000",-0.128,Pass,
point 76,Z,14.965,15.233,"±1,000",0.268,Pass,
point 77,X,487.473,487.225,"±1,000",-0.248,Pass,
point 77,Y,487.473,487.384,"±1,000",-0.089,Pass,
point 77,Z,14.965,15.177,"±1,000",0.212,Pass,
point 78,X,454.593,454.339,"±1,000",-0.254,Pass,
point 78,Y,454.593,454.526,"±1,000",-0.067,Pass,
point 78,Z,14.965,15.048,"±1,000",0.083,Pass,
point 79,X,356.648,356.556,"±1,000",-0.092,Pass,
point 79,Y,589.968,590.021,"±1,000",0.053,Pass,
point 79,Z,14.965,14.827,"±1,000",-0.138,Pass,
point 80,X,332.592,332.485,"±1,000",-0.107,Pass,
point 80,Y,550.174,550.200,"±1,000",0.026,Pass,
point 80,Z,14.965,14.875,"±1,000",-0.090,Pass,
point 81,X,205.096,204.979,"±1,000",-0.117,Pass,
point 81,Y,658.176,658.086,"±1,000",-0.090,Pass,
point 81,Z,14.965,14.474,"±1,000",-0.491,Pass,
point 82,X,191.262,191.175,"±1,000",-0.087,Pass,
point 82,Y,613.781,613.652,"±1,000",-0.129,Pass,
point 82,Z,14.965,14.430,"±1,000",-0.535,Pass,
point 83,X,41.625,41.572,"±1,000",-0.053,Pass,
point 83,Y,688.133,688.061,"±1,000",-0.072,Pass,
point 83,Z,14.965,14.542,"±1,000",-0.423,Pass,
point 84,X,38.817,38.737,"±1,000",-0.080,Pass,
point 84,Y,641.718,641.635,"±1,000",-0.083,Pass,
point 84,Z,14.965,14.505,"±1,000",-0.460,Pass,
point 85,X,-124.266,-124.312,"±1,000",-0.046,Pass,
point 85,Y,678.099,678.069,"±1,000",-0.030,Pass,
point 85,Z,14.965,14.842,"±1,000",-0.123,Pass,
point 86,X,-115.884,-115.839,"±1,000",0.045,Pass,
point 86,Y,632.360,632.328,"±1,000",-0.032,Pass,
point 86,Z,14.965,14.701,"±1,000",-0.264,Pass,
point 87,X,-282.935,-282.949,"±1,000",-0.014,Pass,
point 87,Y,628.656,628.634,"±1,000",-0.022,Pass,
point 87,Z,14.965,14.747,"±1,000",-0.218,Pass,
point 88,X,-263.850,-263.835,"±1,000",0.015,Pass,
point 88,Y,586.252,586.253,"±1,000",0.001,Pass,
point 88,Z,14.965,14.697,"±1,000",-0.268,Pass,
point 89,X,-425.160,-425.254,"±1,000",-0.094,Pass,
point 89,Y,542.677,542.721,"±1,000",0.044,Pass,
point 89,Z,14.965,14.635,"±1,000",-0.330,Pass,
point 90,X,-396.483,-396.585,"±1,000",-0.102,Pass,
point 90,Y,506.073,506.145,"±1,000",0.072,Pass,
point 90,Z,14.965,14.747,"±1,000",-0.218,Pass,
point 91,X,-542.677,-542.769,"±1,000",-0.092,Pass,
point 91,Y,425.161,425.180,"±1,000",0.019,Pass,
point 91,Z,14.965,14.836,"±1,000",-0.129,Pass,
point 92,X,-506.073,-506.193,"±1,000",-0.120,Pass,
point 92,Y,396.483,396.521,"±1,000",0.038,Pass,
point 92,Z,14.965,14.821,"±1,000",-0.144,Pass,
point 93,X,-628.655,-628.716,"±1,000",-0.061,Pass,
point 93,Y,282.935,283.030,"±1,000",0.095,Pass,
point 93,Z,14.965,15.014,"±1,000",0.049,Pass,
point 94,X,-586.252,-586.316,"±1,000",-0.064,Pass,
point 94,Y,263.851,263.921,"±1,000",0.070,Pass,
point 94,Z,14.965,14.876,"±1,000",-0.089,Pass,
point 95,X,-678.099,-678.298,"±1,000",-0.199,Pass,
point 95,Y,124.267,124.363,"±1,000",0.096,Pass,
point 95,Z,14.965,14.748,"±1,000",-0.217,Pass,
point 96,X,-632.360,-632.555,"±1,000",-0.195,Pass,
point 96,Y,115.885,115.931,"±1,000",0.046,Pass,
point 96,Z,14.965,14.596,"±1,000",-0.369,Pass,



